,ord_cat_cols_pipe__insured_sex,ord_cat_cols_pipe__incident_severity,ohe_cat_cols_pipe__insured_relationship_husband,ohe_cat_cols_pipe__insured_relationship_not-in-family,ohe_cat_cols_pipe__insured_relationship_other-relative,ohe_cat_cols_pipe__insured_relationship_own-child,ohe_cat_cols_pipe__insured_relationship_unmarried,ohe_cat_cols_pipe__insured_relationship_wife,ohe_cat_cols_pipe__incident_type_Multi-vehicle Collision,ohe_cat_cols_pipe__incident_type_Parked Car,ohe_cat_cols_pipe__incident_type_Single Vehicle Collision,ohe_cat_cols_pipe__incident_type_Vehicle Theft,ohe_cat_cols_pipe__collision_type_Front Collision,ohe_cat_cols_pipe__collision_type_Other,ohe_cat_cols_pipe__collision_type_Rear Collision,ohe_cat_cols_pipe__collision_type_Side Collision,ohe_cat_cols_pipe__incident_severity_Major Damage,ohe_cat_cols_pipe__incident_severity_Minor Damage,ohe_cat_cols_pipe__incident_severity_Total Loss,ohe_cat_cols_pipe__incident_severity_Trivial Damage,ohe_cat_cols_pipe__authorities_contacted_Ambulance,ohe_cat_cols_pipe__authorities_contacted_Fire,ohe_cat_cols_pipe__authorities_contacted_Other,ohe_cat_cols_pipe__authorities_contacted_Police,ohe_cat_cols_pipe__property_damage_NO,ohe_cat_cols_pipe__property_damage_Other,ohe_cat_cols_pipe__property_damage_YES,ohe_cat_cols_pipe__police_report_available_NO,ohe_cat_cols_pipe__police_report_available_Other,ohe_cat_cols_pipe__police_report_available_YES,csl_sum__policy_csl,num_pipe__months_as_customer,num_pipe__age,num_pipe__policy_deductable,num_pipe__policy_annual_premium,num_pipe__umbrella_limit,num_pipe__capital-gains,num_pipe__capital-loss,num_pipe__incident_hour_of_the_day,num_pipe__number_of_vehicles_involved,num_pipe__bodily_injuries,num_pipe__witnesses,num_pipe__total_claim_amount,num_pipe__injury_claim,num_pipe__property_claim,num_pipe__vehicle_claim,num_pipe__auto_year,num_pipe__active_days,fraud_reported
128,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.880643784118896,0.17399941642211691,0.13173102615445484,1.2132466279467917,0.29329278750337356,-0.5897654187345795,-0.9422630056295133,-1.3193812842828656,1.222533935522154,-0.8369194425993867,-0.10383482633023308,-1.2599458547300009,0.5336247692709891,0.007855722471672518,1.6089960815021607,0.32498652371286835,0.4654191986056186,1.4551128835506106,0
129,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4592310046028083,0.32415119709094886,0.6716122808858276,1.2132466279467917,-0.5398140998804163,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,-1.0466705851686193,-0.8369194425993867,1.1941005027976794,0.6490630160730306,1.3684541371642733,1.2050980414717525,1.318792291875199,1.235815938539356,0.8153584456775015,-1.6082237107694604,0
130,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.13613816952562643,-1.2391938134021838,-1.4879127380396635,-0.3831305140884606,-1.2088808170240004,-0.5897654187345795,1.0412915962813012,0.8463485045139969,1.3643592180653275,2.0162150208076137,-1.4017701554581454,-1.2599458547300009,0.7541024015069047,0.9218388177335631,1.0122389929734792,0.5320667459114303,-0.23445929553814723,0.17685588601211663,0
131,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.880643784118896,-0.3382831293891921,-0.19219772668436882,1.2132466279467917,0.4961400734379519,2.6418259167973632,0.0830706701702499,0.8463485045139969,-0.33754417245275264,1.065170199671947,1.1941005027976794,0.6490630160730306,0.4302758791604038,-0.04879612227596533,-0.03821697792974775,0.6302141428909571,-0.05948967200220578,-0.8742409824457413,1
132,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4592310046028083,-0.4354401639396127,-0.4081502285769179,-0.3831305140884606,-0.6117318739195301,-0.5897654187345795,2.0815392164563336,0.8463485045139969,0.5134075228062873,1.065170199671947,1.1941005027976794,1.6035674514745464,-0.9993837673693606,-0.8324799746182889,-0.8863477715578395,-0.9363693088976435,0.29044957506967717,-0.2512132016082498,0
133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.880643784118896,-0.7975709290820898,-0.9480314833082907,-0.3831305140884606,1.4797135412835254,-0.5897654187345795,0.9741788465925895,-1.6465778710795138,-1.6139717153413127,1.065170199671947,-0.10383482633023308,0.6490630160730306,0.8119012252354172,1.1899908828723822,1.3024427826004408,0.46034364811869927,1.5152369398212673,1.1803506318891326,0
134,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4592310046028083,-0.48843491005802403,-0.19219772668436882,-1.1813190851060869,0.8450480861029582,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,0.6552328053494607,-0.8369194425993867,-1.4017701554581454,-0.30544141932848506,0.3407068410645631,0.581927749247736,-0.45921684175477645,0.4349978917558544,-1.284277036753796,1.3487081389581401,0
135,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.880643784118896,-0.5060998254308278,-0.6241027304694671,-0.3831305140884606,0.4822104550751786,1.8339280829143776,1.0450200823751186,-1.0700886467235144,0.37158224026311404,-0.8369194425993867,1.1941005027976794,-1.2599458547300009,-0.10713834941464018,0.5479366423991533,-0.4776100396888796,-0.18138933213205283,-1.9841555308975618,-1.1595037023235817,1
136,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.880643784118896,-1.2568587287749875,-1.1639839852008398,-0.3831305140884606,-1.056278065056104,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,-1.330321150254966,-0.8369194425993867,-0.10383482633023308,-0.30544141932848506,0.16463095420949175,-0.320724977064627,-0.33250814487539887,0.41126994962893587,-0.4094289190740887,-0.21656165649425446,1
137,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.4592310046028083,0.7481091660382391,1.1035172846709258,1.2132466279467917,-0.014760945107235105,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,0.5134075228062873,-0.8369194425993867,-0.10383482633023308,-0.30544141932848506,-1.9356481570378488,-1.2252660982019112,-1.3952262477346946,-2.0089801473167577,-0.9343377896819131,1.0767460121543586,0
138,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4592310046028083,2.0023181575073057,1.6433985394022985,1.2132466279467917,-0.3126233594907666,-0.5897654187345795,1.5073523580084662,0.8463485045139969,-1.1884958677117927,1.065170199671947,1.1941005027976794,-1.2599458547300009,0.24501342429550257,0.8954012901846655,-0.2895906830291581,0.16590145718011887,0.11547995153373569,-0.17595984605765388,0
139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.13613816952562643,-0.04681202573793006,-0.19219772668436882,-1.1813190851060869,0.16147320414702768,-0.5897654187345795,0.8660527498718872,0.8463485045139969,-1.1884958677117927,-0.8369194425993867,-1.4017701554581454,1.6035674514745464,0.163482633208263,0.6083652767966337,0.6729866755222425,-0.12099093399080559,0.8153584456775015,0.5009703382904971,1
140,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.880643784118896,-1.1067069481061556,-1.3799364870933888,-1.1813190851060869,1.0049939276231146,-0.5897654187345795,-0.9422630056295133,-1.3232764817447304,0.9388833704358074,-0.8369194425993867,1.1941005027976794,0.6490630160730306,-0.6085718532845174,0.053177198269782795,-0.7453332540630484,-0.6759012169135148,0.6403888221415601,0.7830829177034286,0
141,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.13613816952562643,-0.779906013709286,-0.5161264795231925,-1.1813190851060869,2.277974130973859,-0.5897654187345795,-0.9422630056295133,-0.0923940837954345,-1.6139717153413127,-0.8369194425993867,-0.10383482633023308,-0.30544141932848506,1.5763002383866727,1.5978841650553748,1.7438795330189174,1.3043034078602345,-0.9343377896819131,-1.431115813520151,1
142,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4592310046028083,-1.4776701709350344,-1.7038652399322125,-1.1813190851060869,1.1131821136930935,-0.5897654187345795,-0.9422630056295133,-1.779014584782919,0.6552328053494607,1.065170199671947,-0.10383482633023308,-1.2599458547300009,-0.16225775747361904,-0.3736000321624223,-0.38973142733705324,-0.01906863712745084,0.6403888221415601,-0.6159294643232308,0
143,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.13613816952562643,-0.8682305905733048,-0.9480314833082907,-1.1813190851060869,-3.0601849520816002,-0.5897654187345795,0.910794582997695,-1.4985603675286492,1.5061845006085006,-0.8369194425993867,1.1941005027976794,0.6490630160730306,-0.18292753549573612,-0.38493040111194987,-0.401993559293122,-0.04171803643041856,-0.23445929553814723,-0.2176117033158907,0
144,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.880643784118896,0.5714600123102015,0.5636360299395531,1.2132466279467917,-0.6440414679494783,-0.5897654187345795,0.4149059325199914,-0.2715731670412181,0.2297569577199407,-0.8369194425993867,-1.4017701554581454,0.6490630160730306,0.01917696072051973,0.6725707008439566,0.7424720899399656,-0.3609667123198683,1.3402673162853258,-0.8101881263259318,0
145,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.13613816952562643,0.5361301815645939,0.13173102615445484,-0.3831305140884606,1.017499431648481,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,0.6552328053494607,1.065170199671947,1.1941005027976794,1.6035674514745464,-0.029818068665239263,-0.15643462729647725,-1.5628087178009682,0.4150448495127638,-0.7593681661459716,-0.6428806660785605,0
146,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.880643784118896,-0.3647805024483977,-0.6241027304694671,-1.1813190851060869,0.06530098279893147,-0.5897654187345795,0.3738925854880009,0.8463485045139969,-0.1957188899095793,1.065170199671947,-0.10383482633023308,-0.30544141932848506,0.8119012252354172,-1.4575386616672266,1.3024427826004408,1.2164021677082408,1.3402673162853258,1.48031400726988,0
147,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4592310046028083,1.331051373340763,0.8875647827783767,1.2132466279467917,0.213186356024163,1.0260302490313917,-0.9422630056295133,0.8463485045139969,0.9388833704358074,1.065170199671947,1.1941005027976794,-0.30544141932848506,0.2641521076493147,-0.2716267116166742,-0.2793722397324341,0.5234384033198236,-0.5843985426100301,1.4425123216909759,1
148,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.4592310046028083,-0.25879101021157513,-0.5161264795231925,-0.3831305140884606,-0.4536106788941774,2.6418259167973632,-0.9422630056295133,0.8463485045139969,-1.0466705851686193,-0.8369194425993867,1.1941005027976794,-1.2599458547300009,-1.8606245182909054,-1.3045786808486044,-1.3972699363940393,-1.8800942798546318,-1.9841555308975618,-0.8175384540773853,0
149,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.880643784118896,-0.10863922954274322,-0.4081502285769179,-0.3831305140884606,0.08942191938878297,-0.5897654187345795,-0.9422630056295133,-0.7234160726175419,0.9388833704358074,-0.8369194425993867,-1.4017701554581454,-1.2599458547300009,0.7923797682145288,1.4354822101121463,0.0026567952571482393,0.7057121405675162,-1.1093074132178546,0.5471723984424909,0
